"Номер объявления","Регион размещения","Город","Адрес","Категория","Подкатегория","Параметр","Название объявления","Цена","Дата первой публикации","Дата снятия с публикации","Дней на Авито","Показы","Конверсия из показов в просмотры","Просмотры","Средняя цена просмотра","Конверсия из просмотров в контакты","Целевые просмотры","Контакты","Написали в чат","Посмотрели телефон","Посмотрели телефон и написали в чат","Откликнулись на скидку в чате","Средняя цена контакта","Добавили в избранное","Расходы на объявления","Списано бонусов на объявления","Расходы на размещение и целевые действия","Расходы на продвижение","Остальные расходы"
"7896595050","Ростовская область","Ростов-на-Дону","Ростов-на-Дону","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-01-27","2026-03-28","36","11","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896622508","Мурманская область","Мурманск","Мурманск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","3","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896626646","Московская область","Люберцы","Люберцы","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","4","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896640207","Удмуртия","Ижевск","Ижевск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","3","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896640802","Московская область","Мытищи","Мытищи","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","4","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896685166","Самарская область","Тольятти","Тольятти","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","8","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896693479","Белгородская область","Белгород","Белгород","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","43","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896697897","Татарстан","Набережные Челны","Набережные Челны","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","4","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896738469","Свердловская область","Нижний Тагил","Нижний Тагил","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","2","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896754081","Ставропольский край","Ставрополь","Ставрополь","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","4","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896778433","Все регионы","Санкт-Петербург","Санкт-Петербург","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-01-27","2026-03-28","36","3","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896833471","Мордовия","Саранск","Саранск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","4","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896839519","Краснодарский край","Сочи","Сочи","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","5","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896893228","Забайкальский край","Чита","Чита","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","10","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896905116","Иркутская область","Иркутск","Иркутск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","5","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896909190","Кемеровская область","Новокузнецк","Новокузнецк","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","4","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896917808","Ульяновская область","Ульяновск","Ульяновск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","20","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7928223867","Северная Осетия","Владикавказ","Владикавказ","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор по информатике ЕГЭ/ОГЭ","от 1 200 ₽ за услугу","2026-03-02","2026-04-01","2","15","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
